employee_id,team,role,experience_years,week,year,task_completion_rate,on_time_delivery_rate,commit_score,bug_density,critical_bug_ratio,code_review_acceptance,avg_pr_revision,workload_index,team_collaboration_score,feedback_score,org_centrality_score,motivation_score,general_performance_score,attrition_risk_score,project_complexity,management_quality
1,Backend,Mid,4.9087538832936755,1,2025,0.620757476488452,0.6023278096363688,0.7965583546326495,0.42344456962193605,0.15346792958756106,0.7652306850575336,2.5970775493480405,0.9551488974301199,84.68644990532889,81.17618443594212,0.246347025644224,76.65786876774102,72.18241303948358,0.35221420642151546,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,2,2025,0.7410419701016736,0.7476567997836902,0.850511345664246,0.17706921204076723,0.3054680320180645,0.4085117797140864,2.4814491954883597,0.956207099376157,58.26495378009777,52.90229460791948,0.28199528150526654,77.2432980723339,69.8815730931378,0.34754726927244894,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,3,2025,0.7387095524898432,0.7116979207943791,0.8977754099433527,0.17693801000289902,0.32117089094273604,0.9509905103013654,1.5094636748693118,1.3694863168727929,69.33702270397228,69.83527952941049,0.3953567272846287,70.07967464366219,72.65346193551795,0.4898999746773737,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,4,2025,0.808622508099269,0.7953994774686212,0.7437696286273895,0.6862813120023136,0.24167231519790464,0.6123596771125526,3.8638865244171052,0.9451691054751186,100.39162716269333,98.76917237354886,0.41127517697486693,78.45863956232326,74.75434136257051,0.3352118247423299,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,5,2025,0.6806777895462656,0.6059721557258197,0.9799396814264487,0.5675058281847636,0.33430839433454995,0.8088247269742654,1.5253183297726784,1.1172734307665966,82.87084603742451,88.66382393246154,0.26378420309688005,77.59851283342837,72.21889910676316,0.3768004125414162,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,6,2025,0.6915003388577008,0.6770809160427217,0.8254611883997129,0.12295981252133081,0.37566398116540783,0.882248848994337,1.5369843739338735,1.1410803377443015,84.77180000813073,84.98170033048083,0.5174997225746456,77.88334713515492,76.84256342646663,0.3791881747559026,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,7,2025,0.834077915796279,0.8021764050900657,0.837586761111834,0.43268442700121895,0.12663643239086142,0.6951269261013884,2.558208718446,1.1071000741138137,63.57029702169377,65.35923382343519,0.778887436980647,78.58212969385036,77.04099839171168,0.3665689340406764,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,8,2025,0.8124581168380426,0.7418562093858007,0.901503526720866,0.6064305937961271,0.4965076194315405,0.5671538330895824,1.965337258149936,1.2073006906257915,81.86260190374513,73.79902254779687,0.24358341915116383,78.15289035036731,68.41123309903745,0.3901860518720974,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,9,2025,0.6937304591108806,0.6350721155276016,0.9179597748934676,0.2589291957595283,0.3151899047905431,0.8583373459082819,2.385263558533101,0.8927044436110048,67.28180922243244,75.58831787547321,0.49653222895284266,80.98202112528338,75.4120131444198,0.30369071267817277,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,10,2025,0.7994331061730628,0.6833790667138833,0.9766406855372874,0.0710323012640997,0.5114339329382598,0.9531076002202007,2.3948814952535864,1.1418072535131352,91.32411303931636,84.1734061495132,0.3866479205984873,79.23699973122736,79.09483814218899,0.36805311960906567,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,11,2025,0.669764344240145,0.6012802052696141,0.8510233061019586,0.2905629256398091,0.14476610852140068,0.968481671173126,2.7809918677350325,1.174474562823244,68.77300480179406,67.73239355000769,0.5292061708354078,79.15528913044967,75.08723263490766,0.37526750314423485,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,12,2025,0.7927534194135837,0.7102389346600253,0.9399599875433251,0.3928228551674743,0.3751885209934841,0.767997960728598,4.052859775839326,0.9466767038625461,70.60482124525723,68.56524448140075,0.3373003747149865,81.08650728549526,74.25249496555986,0.3136144467267154,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,13,2025,0.8449218316928789,0.8057634501844206,0.8260775202130245,0.14907726722426187,0.19945390806735322,0.8391607370618327,3.124119817052155,1.0031505762449138,81.2834550926428,81.22222122840823,0.1278614619740394,80.67117193594606,79.27816589816149,0.3283703491160989,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,14,2025,0.7220787673260791,0.6639258582249804,0.9857880788099989,0.37465331676966934,0.2565938638546211,0.7964897412934604,3.860111366248171,1.0920762012213137,78.10907565598005,85.48585674072781,0.674064577452769,79.92331130662512,78.22944240909995,0.35238764602238665,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,15,2025,0.7942248357536884,0.7773140734957813,0.8211341361079861,0.3646598622580776,0.3774870887052769,0.6613121587929296,2.512592400781795,0.9972230296011415,79.73627387727565,80.00802676696851,0.7478990775937334,80.5733013962265,77.61361325117426,0.3280004276183408,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,16,2025,0.7528422044130485,0.6637898393538044,1.0316087790243815,0.06099880097977211,0.25428454042869303,0.4284846253937333,3.241963016529465,1.1800617322620097,89.76658625429629,93.26780102110838,0.28868100447245837,78.93096390123637,76.25827870519831,0.37825431394209885,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,17,2025,0.6587101683250313,0.5950732803826732,0.8795477524423183,0.23363668424403605,0.1426599372821252,0.7302465324991889,2.0499345285207564,0.9296236521842943,81.22849932347499,75.89039717656202,0.7677359334635117,80.68666745669707,77.94163056638217,0.31353583496438325,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,18,2025,0.885355103218679,0.8220625427394954,0.6965885829264378,0.13126331765122481,0.15112466572495567,0.7932751810330183,3.989045173884479,1.0803237714962808,83.77825168480113,81.61000005094189,0.26846852388423303,79.1687057034034,78.85186401814524,0.3563255401042278,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,19,2025,0.750347140883421,0.6923417641164841,0.9386063560246153,0.02122128825165952,0.6162119456769113,0.53944704341194,0.4325578999601234,0.7361890770365329,74.10879960487212,67.58645210234785,0.8148924204180044,81.54941767046861,74.1363373601436,0.2676593348200681,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,20,2025,0.8545761084058665,0.8440051502592882,0.8437320902726828,0.3608624129130302,0.15596865841286972,0.606218628786023,2.398050487520144,1.073150991238494,75.42134081741929,77.99428577087198,0.7111030569624661,78.42678190720139,78.83559932754387,0.36107368235435394,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,21,2025,0.8187295322758308,0.7906207257293316,0.7763587827742353,0.07962424666024516,0.03775821878584701,0.7414284702112457,2.3720824085192334,0.9668545600700166,65.44459559399574,57.41236399270788,0.5749284452957638,78.80186379900101,79.23628589247258,0.3366887136889949,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,22,2025,0.6602177354265746,0.542732070023672,0.7853427115757473,0.4625422503878657,0.12029707877464184,0.4479170902141129,3.895731935928564,0.9928313683939693,61.90350709988102,52.33461919853924,0.8804542715934408,78.07734145897247,70.55072497899316,0.34792176152068993,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,23,2025,0.7036906884878883,0.6689670973826387,0.8041890097168624,0.17817846649297306,0.3067579523251762,0.8478629000912559,1.9232286694316674,1.0844453855035856,82.55391225825755,85.05849819637946,0.10491794972154399,76.79383789708936,74.00775749113009,0.3769404279583058,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,24,2025,0.8178796712306065,0.7984100374923071,0.7837376241054153,0.038064357939183245,0.18691502533562945,0.5619677683230718,2.3514485949929504,1.2429418233155967,70.92539862364735,67.91555522916543,0.5381884864834993,74.94942028081837,75.13215817939643,0.4240098623229662,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,25,2025,0.6648859976657038,0.6080968262900888,0.6729756811658107,0.267713695808324,0.25136956919832376,0.8204316941428421,2.894452142378297,1.216235293098685,70.79015519179737,72.23902947627943,0.8182062288377085,74.56917760239251,72.65049950684619,0.42183724526646604,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,26,2025,0.6672280771068159,0.6920597539478501,0.6461875464822145,0.1879208844748918,0.05714312746923702,0.7930621277257209,2.665194380120577,1.1421425406492114,80.68936674469641,76.31533317597291,0.3140282752772119,74.55923622071168,73.61103326338943,0.40710153962391155,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,27,2025,0.801964280605135,0.7956198980968738,0.8012604976078852,0.12281614347110223,0.2766450878875124,0.8697479344026645,2.2301250647066286,1.3406039286706593,65.21236284217693,62.990896541796374,0.40424133037158916,68.28161457121557,72.65219834885059,0.49910733097400206,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,28,2025,0.9425281505233295,0.9234797184874725,0.89134349032237,0.07813437163133262,0.1936590282377618,0.3896185044569537,4.282163618536079,1.1460336171280185,80.90274619061788,81.98705137553257,0.29653565911645824,73.33152928744343,77.5976735852533,0.41811064603024184,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,29,2025,0.7729802378672197,0.7265893444294681,0.8683883351905157,0.43380854849920575,0.16678499932410093,0.7868285161071984,1.4878956247398325,1.2018130069232467,58.451433281342304,62.56728620115187,0.31117389944433865,72.30884805530671,70.86880834476321,0.4377888675904267,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,30,2025,0.6199855472182823,0.57981526978172,0.8240408648636395,0.20081892375161284,0.35644482877625094,0.5353746653014024,1.700889429174735,0.8772288674436414,73.35464341950303,73.35813900728891,0.5273167809695726,74.3549297461374,69.94449992968953,0.35582135893758327,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,31,2025,0.7782231942584582,0.6254261206708449,0.8385155980516976,0.09105474864375916,0.11905258647602848,0.9792979454837192,1.0924883052821788,0.9963812369334996,67.22183312409125,61.668953896762105,0.6825580104489569,72.88500291678159,79.53790622741161,0.39190122308018666,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,32,2025,0.6556845204982412,0.6266653311494321,0.9221672064043235,0.35724569384471166,0.19613353321534654,0.7204433561310054,1.8427666818825061,0.8840999286589794,65.62644317776679,57.27754731742479,0.8265396106566357,73.30796382542955,73.64509562057243,0.36592028718654956,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,33,2025,0.596131840052852,0.5158777772813568,0.981576650828216,0.06405996941134051,0.015114925159113793,0.615827792361792,2.6142276486620397,1.1573513838755334,76.50301761461877,74.6849565535495,0.20234228258146372,70.69501173404561,72.53352157965789,0.4423451789913933,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,34,2025,0.7458710162946101,0.6951336589719943,0.8670865438127942,0.32353026644183064,0.043722143232333775,0.6038421312266277,4.1205334451658775,1.1008385926620659,90.70494635261139,85.68615689479454,0.9093866697111552,70.77474847514056,79.14897089628302,0.43037814790624185,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,35,2025,0.7823764100613565,0.7897510087477103,0.8151986913703161,0.380237831877609,0.19604248071626487,0.7868522120498348,3.2003098794089913,0.8080634549896448,81.07566864331359,73.47976872838271,0.6353388254865917,72.80458877772216,75.8353044585053,0.3549077845169109,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,36,2025,0.7805906612221121,0.7439847521171566,0.8742520425612519,0.8606520266626507,0.1879289453142925,0.9564117660397945,3.644135202616418,0.9471740524600614,74.25566570899954,77.35902619675294,0.8026524115515087,71.4439029127978,75.53385267510947,0.394068952885364,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,37,2025,0.8430082456101291,0.7746410424409916,0.9580780725554622,0.2366571432110004,0.27008470360321846,0.4404211137526335,2.460444846143345,1.083968567189656,81.81500697372624,81.95659885437854,0.7981910536405512,70.16991892125786,77.79645040965539,0.43204438909411563,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,38,2025,0.7177419970787605,0.6175117520558197,0.8722133771633712,0.11369509012367299,0.506223055189019,0.7676360462918798,3.2133995902054457,1.0751550015276017,75.47017213123745,81.58602688419474,0.12127937959130447,70.13159216319428,71.01945171198005,0.4306010656122346,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,39,2025,0.5956077510208618,0.5805129761157023,0.6818179674866771,0.43733715714503635,0.11008793857476788,0.6979115301569255,3.484322398476584,0.9455742159340511,72.86011155774491,72.61279300948274,0.4235207295529214,71.13178281843295,69.14728198348186,0.3963499863665356,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,40,2025,0.7127560151951725,0.687681636252163,0.7862260015748683,0.15712249262806094,0.17315818076072392,0.8737534821879387,2.8436185895352173,1.2431662836681574,71.23447348977734,67.70841980812844,0.16659337353767234,68.78750190606983,71.32218776288876,0.47540407418304953,0.8514847848610613,0.9542853455823513
1,Backend,Mid,4.9087538832936755,41,2025,0.8191394908370223,0.7473995267254486,0.8137464974900638,0.524026075214235,0.2672838699976248,0.4680571784976578,1.9823887009638286,1.2693816509643283,77.23787951638899,77.15576503602523,0.49745048934119074,65.45403443948854,68.50928364995589,0.5084260431971278,0.8514847848610613,0.9542853455823513
